,Unnamed: 0,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,labelsitting,labeltable,labelstanding,labelwalking,mag_phone_x,mag_phone_y,mag_phone_z,press_phone_Pressure
2017-06-09 10:20:34.407,24.0,-0.0153978135851,0.00120035807292,-0.991646660699,-0.00972095224829,-0.00485994349193,0.0039501484822,1,0,0,0,-7.8440246582,9.24573940701,-25.6682298449,100.8951
2017-06-09 10:20:34.657,25.0,-0.0153675079346,0.00154876708984,-0.991647720337,-0.0105336010596,-0.00480274470985,0.00497595004924,1,0,0,0,-7.89194869995,9.31635665894,-25.7653083801,100.8951
2017-06-09 10:20:34.907,26.0,-0.0153160095215,0.0016040802002,-0.992115020752,-0.0102687163997,-0.00480161286639,0.00430832885348,1,0,0,0,-7.92950439453,9.25054168701,-25.8033752441,100.8951
2017-06-09 10:20:35.157,27.0,-0.0154914855957,0.00165939331055,-0.991868972778,-0.00987030750059,-0.00480041444389,0.00364004186744,1,0,0,0,-7.89195251465,9.31635665894,-25.7653160095,100.89535
2017-06-09 10:20:35.407,28.0,-0.0150960286458,0.00165812174479,-0.992068820529,-0.00984046899988,-0.0050961954713,0.00371348223333,1,0,0,0,-7.99398125542,9.32824876573,-25.6753607856,100.8955
2017-06-09 10:20:35.657,29.0,-0.0151112874349,0.00151909722222,-0.991931491428,-0.0107862166843,-0.00391552738803,0.00478605556702,1,0,0,0,-7.95226711697,9.41181267632,-25.6663038466,100.8955
2017-06-09 10:20:35.907,30.0,-0.0154914855957,0.0013542175293,-0.991329193115,-0.0101360909774,-0.00493420499916,0.00404094748003,1,0,0,0,-7.93872451782,9.35352134705,-25.6054611206,100.8955
2017-06-09 10:20:36.157,31.0,-0.0154469807943,0.00208875868056,-0.991361829969,-0.0101952020571,-0.00438726198912,0.00407167739994,1,0,0,0,-7.95226033529,9.35343933105,-25.5918850369,100.8955
2017-06-09 10:20:36.407,32.0,-0.0153636932373,0.00157356262207,-0.991758346558,-0.0105360977731,-0.00440237172947,0.00417700172222,1,0,0,0,-7.90123748779,9.24118423462,-25.5222892761,100.8955
2017-06-09 10:20:36.657,33.0,-0.0149536132813,0.00187873840332,-0.991661071777,-0.0104022073493,-0.00466862125945,0.00430919438083,1,0,0,0,-7.90124511719,9.36311912537,-25.64295578,100.8955
2017-06-09 10:20:36.907,34.0,-0.0150547027588,0.00167274475098,-0.991668701172,-0.0102687496892,-0.00493467105235,0.00430812911639,1,0,0,0,-7.92003250122,9.25989151001,-25.6345710754,100.8955
2017-06-09 10:20:37.157,35.0,-0.0153408050537,0.00156211853027,-0.991882324219,-0.0102698149536,-0.00573262069396,0.00404041484781,1,0,0,0,-7.78873825073,9.36374092102,-25.6432304382,100.8955
2017-06-09 10:20:37.407,36.0,-0.0155544281006,0.00154685974121,-0.991312026978,-0.0097347193116,-0.00520052110816,0.00430506648114,1,0,0,0,-7.92928695678,9.41916656494,-25.548576355,100.8955
2017-06-09 10:20:37.657,37.0,-0.0152316623264,0.00147162543403,-0.991338094076,-0.0107868380886,-0.00486154138858,0.00466618372729,1,0,0,0,-7.91902330187,9.26199849447,-25.6845397949,100.8955
2017-06-09 10:20:37.907,38.0,-0.0158271789551,0.0015811920166,-0.992071151733,-0.0100003363408,-0.00466902073361,0.00470697077915,1,0,0,0,-7.89186477661,9.37255287171,-25.6522598266,100.8955
2017-06-09 10:20:38.157,39.0,-0.0157180786133,0.00175170898437,-0.99178314209,-0.0101369498468,-0.0049071938878,0.00377447158136,1,0,0,0,-7.93329467773,9.21116943359,-25.8450195312,100.8955
2017-06-09 10:20:38.407,40.0,-0.0156497955322,0.00179290771484,-0.99164390564,-0.00986731144438,-0.00493487078943,0.00457264759167,1,0,0,0,-7.93895339966,9.13801765442,-25.851360321,100.8955
2017-06-09 10:20:38.657,41.0,-0.0152011447483,0.00169203016493,-0.991858588325,-0.0103116709688,-0.00474320826415,0.00478244550421,1,0,0,0,-7.86082628038,9.0373518202,-25.7369316949,100.8955
2017-06-09 10:20:38.907,42.0,-0.0153255462647,0.00173377990723,-0.991588592529,-0.010403938404,-0.00466782231112,0.00377616268865,1,0,0,0,-7.94828796387,9.00661659241,-25.6370353699,100.89575
2017-06-09 10:20:39.157,43.0,-0.0155792236328,0.00178527832031,-0.991767883301,-0.0102687496892,-0.00493467105235,0.00430812911639,1,0,0,0,-7.95766067505,9.05344772339,-25.6646575928,100.8959
2017-06-09 10:20:39.407,44.0,-0.0155258178711,0.00177001953125,-0.991607666016,-0.0104031394557,-0.00493433815721,0.00404227906058,1,0,0,0,-7.92007064819,9.14737510681,-25.6075668335,100.8959
2017-06-09 10:20:39.657,45.0,-0.0151841905382,0.00111389160156,-0.9915822347,-0.0100753302173,-0.0042694614969,0.00442661759189,1,0,0,0,-7.81074015299,9.19595167372,-25.7271355523,100.8959
2017-06-09 10:20:39.907,46.0,-0.0152893066406,0.00174967447917,-0.991609361437,-0.0103120260569,-0.004624756777,0.00466417156113,1,0,0,0,-7.95238918728,9.27853393555,-25.7842915853,100.896288889
2017-06-09 10:20:40.157,47.0,-0.015609741211,0.00186538696289,-0.99178314209,-0.0100007691045,-0.00466882099653,0.0045737128561,1,0,0,0,-8.08873367309,9.38083648682,-25.6423110962,100.8964
2017-06-09 10:20:40.407,48.0,-0.015379163954,0.00170220269097,-0.99169921875,-0.010550970788,-0.0047424389065,0.0041913716956,1,0,0,0,-8.01068454319,9.23648240831,-25.6512417263,100.8964
2017-06-09 10:20:40.657,49.0,-0.015459060669,0.00153923034668,-0.991916656494,-0.0102701145592,-0.00520018821303,0.0039079558731,1,0,0,0,-8.01377105713,9.25934410095,-25.5874481201,100.8964
2017-06-09 10:20:40.907,50.0,-0.0151176452637,0.00181007385254,-0.992116928101,-0.010401341822,-0.00466902073361,0.00457571022692,1,0,0,0,-7.87306213379,9.33508491516,-25.5120506287,100.8964
2017-06-09 10:20:41.157,51.0,-0.0154838562012,0.00150871276855,-0.991744995117,-0.0100012351577,-0.00480167944541,0.00444025519597,1,0,0,0,-7.94809722901,9.36284446716,-25.6053352356,100.8964
2017-06-09 10:20:41.407,52.0,-0.0155470106337,0.00183614095052,-0.991926405165,-0.00983895987527,-0.00521517959067,0.00418711063786,1,0,0,0,-8.01067437066,9.28649393717,-25.6757337782,100.8964
2017-06-09 10:20:41.657,53.0,-0.0150495256696,0.00123378208705,-0.991851806641,-0.0102121955612,-0.00563772180191,0.00415449325537,1,0,0,0,-7.91068812779,9.31088256836,-25.7304992676,100.896314286
2017-06-09 10:20:41.907,54.0,-0.0152435302734,0.00177612304688,-0.991934204102,-0.0102420381834,-0.00490804609935,0.00430803590576,1,0,0,0,-7.96314086914,9.3158996582,-25.6338989258,100.8958
2017-06-09 10:20:42.157,55.0,-0.0154514312744,0.00161933898926,-0.991706848145,-0.0106696553018,-0.00453549649446,0.00417746777541,1,0,0,0,-7.89201354981,9.18511009216,-25.7666244507,100.8958
2017-06-09 10:20:42.407,56.0,-0.0154045952691,0.00165303548177,-0.992104424371,-0.0101953796012,-0.00509690564759,0.00407061213551,1,0,0,0,-7.85236612956,9.27905782064,-25.7261996799,100.8958
2017-06-09 10:20:42.657,57.0,-0.0156097412109,0.00147819519043,-0.991962432861,-0.0105360644836,-0.00426931354351,0.0041772014593,1,0,0,0,-7.84516906738,9.19477272034,-25.8322715759,100.8957
2017-06-09 10:20:42.907,58.0,-0.0154323577881,0.00178146362305,-0.991853713989,-0.0106691892486,-0.00440263804558,0.00431092543554,1,0,0,0,-7.89202499389,9.19448471069,-25.7759094238,100.8956
2017-06-09 10:20:43.157,59.0,-0.0153045654297,0.0014820098877,-0.991949081421,-0.0100037318712,-0.00440130646503,0.00364130686895,1,0,0,0,-7.79816055298,9.354347229,-25.7089233399,100.8956
2017-06-09 10:20:43.407,60.0,-0.0155048370361,0.00163459777832,-0.992216110229,-0.0109377024655,-0.0050674629222,0.00391148456154,1,0,0,0,-7.9200553894,9.26927947998,-25.6719741821,100.8956
2017-06-09 10:20:43.657,61.0,-0.0157216389974,0.00166659884983,-0.99188401964,-0.00995838785482,-0.0050966097408,0.00395097702121,1,0,0,0,-7.83572048611,9.27082485623,-25.7513292101,100.8956
2017-06-09 10:20:43.907,62.0,-0.0155249701606,0.00186496310764,-0.991863674588,-0.00983810174558,-0.00486071284958,0.00442454624438,1,0,0,0,-7.88573879666,9.17052883572,-25.7022094727,100.8956
2017-06-09 10:20:44.157,63.0,-0.015379163954,0.00147840711806,-0.992077297635,-0.0103127362332,-0.00438785380269,0.00442762367497,1,0,0,0,-7.90240139431,9.17041524251,-25.6604987251,100.8956
2017-06-09 10:20:44.407,64.0,-0.0153255462647,0.00199890136719,-0.991683959961,-0.0101347593968,-0.00480174602444,0.00444092098625,1,0,0,0,-7.91073608399,9.28813743591,-25.7936668396,100.8956
2017-06-09 10:20:44.657,65.0,-0.0151824951172,0.00152015686035,-0.991960525513,-0.0106698217494,-0.00520078742428,0.00417646909,1,0,0,0,-7.78871536255,9.4387512207,-25.6612319946,100.8960375
2017-06-09 10:20:44.907,66.0,-0.0155162811279,0.00163650512695,-0.991874694824,-0.00986917565713,-0.00546630458496,0.00403881695116,1,0,0,0,-7.84516906738,9.23229789734,-25.8787765503,100.8961
2017-06-09 10:20:45.157,67.0,-0.0154228210449,0.00221061706543,-0.99227142334,-0.0104026068235,-0.00453536333641,0.00417613619487,1,0,0,0,-7.64831542969,9.2990398407,-25.9535942078,100.8961
2017-06-09 10:20:45.407,68.0,-0.0154673258464,0.00150044759115,-0.992055257161,-0.00948206669852,-0.00497880924858,0.00442259325958,1,0,0,0,-7.58578830295,9.29728698731,-25.9266933865,100.8961
2017-06-09 10:20:45.657,69.0,-0.0158004760742,0.00133895874023,-0.992248535156,-0.0108036788836,-0.00480147970833,0.00404447616848,1,0,0,0,-7.68581390381,9.16753578186,-25.8516998291,100.8964
2017-06-09 10:20:45.907,70.0,-0.0155349731445,0.00138092041016,-0.991990661621,-0.0100261889771,-0.00437666556705,0.00494740762026,1,0,0,0,-7.55826416016,9.26572113037,-25.8304016113,100.8964
2017-06-09 10:20:46.157,71.0,-0.0155563354492,0.00144386291504,-0.991785049438,-0.0105360644836,-0.00426931354351,0.0041772014593,1,0,0,0,-7.68563842774,9.40185546875,-25.7368507385,100.8964
2017-06-09 10:20:46.407,72.0,-0.0155124664307,0.00162696838379,-0.991344451904,-0.0100024668697,-0.00453496386224,0.004040880901,1,0,0,0,-7.56377029419,9.36500930786,-25.7094039917,100.8964
2017-06-09 10:20:46.657,73.0,-0.0156993865967,0.0017032623291,-0.992332458496,-0.0108050437537,-0.00506699686901,0.00364430292518,1,0,0,0,-7.5451965332,9.22459030151,-25.9170951843,100.8964
2017-06-09 10:20:46.907,74.0,-0.0157758924696,0.0015394422743,-0.992285834419,-0.0105507636533,-0.00391452130495,0.00419261450411,1,0,0,0,-7.46921454536,9.12293328179,-25.9287245009,100.8964
2017-06-09 10:20:47.157,75.0,-0.0155239105225,0.00135040283203,-0.992506027222,-0.0110682972274,-0.00373814606409,0.0047136952609,1,0,0,0,-7.50762557984,9.29974555969,-25.8226852417,100.8964
2017-06-09 10:20:47.407,76.0,-0.0153846740723,0.00163269042969,-0.99232673645,-0.00986597986383,-0.00480241181471,0.00497262109788,1,0,0,0,-7.63891983032,9.28032302856,-25.9163093567,100.8964
2017-06-09 10:20:47.657,77.0,-0.0154399871826,0.00163841247559,-0.992790222168,-0.0105387609342,-0.0046672896789,0.00337705470979,1,0,0,0,-7.56402969361,9.10264015198,-25.974521637,100.8964
2017-06-09 10:20:47.907,78.0,-0.0156997680664,0.00182342529297,-0.992900085449,-0.0102409995506,-0.00490852546835,0.00462785492106,1,0,0,0,-7.61831970215,9.07035675049,-25.7422058106,100.8964
2017-06-09 10:20:48.157,79.0,-0.0154647827149,0.00172805786133,-0.993129730225,-0.0105339672443,-0.00453642860084,0.00484309160036,1,0,0,0,-7.73268508911,9.12037467957,-25.7957954407,100.8964
2017-06-09 10:20:48.407,80.0,-0.015391031901,0.00183614095052,-0.993448893229,-0.0106695702286,-0.00438767625862,0.0041924961414,1,0,0,0,-7.80240207248,9.28770277235,-25.8095737033,100.896555556
2017-06-09 10:20:48.657,81.0,-0.0153732299805,0.0018367767334,-0.993534088135,-0.0102699814012,-0.00466795546918,0.00390875482142,1,0,0,0,-7.73269271851,9.04534339905,-25.7215499878,100.8966
2017-06-09 10:20:48.907,82.0,-0.0154056549072,0.00178337097168,-0.993446350098,-0.00973501891722,-0.00466808862723,0.00417260750642,1,0,0,0,-7.71389389038,9.25173950196,-25.8226509094,100.8966
2017-06-09 10:20:49.157,83.0,-0.015510559082,0.00164031982422,-0.99356842041,-0.0105374626432,-0.00466788889015,0.00377682847892,1,0,0,0,-7.73268508911,9.14850044251,-25.7955131531,100.8966
2017-06-09 10:20:49.407,84.0,-0.0156154632568,0.00152206420898,-0.993497848511,-0.0113360780751,-0.00493560315873,0.00457997128466,1,0,0,0,-7.69523239136,9.04557991028,-25.7966308594,100.8966875
2017-06-09 10:20:49.657,85.0,-0.0154666900635,0.00145149230957,-0.993295669556,-0.0106666259561,-0.00453689465403,0.00511027323673,1,0,0,0,-7.73271560669,9.01722335815,-25.7312049866,100.8967
2017-06-09 10:20:49.907,86.0,-0.0154113769531,0.00209808349609,-0.99358215332,-0.010773951348,-0.00448348495837,0.00495097625612,1,0,0,0,-7.77575073242,9.21948394775,-25.732824707,100.8967
2017-06-09 10:20:50.157,87.0,-0.0154857635498,0.00172805786133,-0.993392944336,-0.0106696553018,-0.00453549649446,0.00417746777541,1,0,0,0,-7.85456848144,9.07280158997,-25.7397193909,100.8967
2017-06-09 10:20:50.407,88.0,-0.0155232747396,0.0016360812717,-0.993353949653,-0.0107883472132,-0.00474255726921,0.00419255532275,1,0,0,0,-7.89405992296,9.19548034668,-25.6936001248,100.8967
2017-06-09 10:20:50.657,89.0,-0.0151119232178,0.00175857543945,-0.993795394897,-0.0106700880655,-0.00453529675738,0.00404420985237,1,0,0,0,-7.85453033447,9.26035690308,-25.8597145081,100.8967
2017-06-09 10:20:50.907,90.0,-0.0154685974121,0.00192451477051,-0.993389129639,-0.010403871825,-0.0044017059392,0.00377656216281,1,0,0,0,-7.79835891724,9.06377792359,-25.8243293762,100.8967
2017-06-09 10:20:51.157,91.0,-0.0153999328613,0.00175094604492,-0.993360519409,-0.00973322128348,-0.00440277120363,0.00470603867277,1,0,0,0,-7.82637786865,9.20421218872,-25.7478523254,100.89655
2017-06-09 10:20:51.407,92.0,-0.0155162811279,0.00192832946777,-0.99341583252,-0.0108040450683,-0.00453516359932,0.00391161771959,1,0,0,0,-7.70456695557,9.07362747192,-25.7400817871,100.8963
2017-06-09 10:20:51.657,93.0,-0.0155658721924,0.00164413452148,-0.993543624878,-0.0106719855677,-0.00519978873887,0.00351017947478,1,0,0,0,-7.64826202393,9.1301651001,-25.7021484375,100.8963
2017-06-09 10:20:51.907,94.0,-0.0155670166016,0.00157470703125,-0.993305969238,-0.01024131913,-0.00480191912991,0.00452140837229,1,0,0,0,-7.64828186035,9.21272277832,-25.8082122803,100.8963
2017-06-09 10:20:52.157,95.0,-0.0154045952691,0.00160556369358,-0.993398030599,-0.0103147483993,-0.00474178791156,0.003834833607,1,0,0,0,-7.67757500542,8.92170037164,-25.7468736437,100.8963
2017-06-09 10:20:52.407,96.0,-0.0153198242187,0.00210762023926,-0.993507385254,-0.0114700017884,-0.00480241181471,0.00444757888897,1,0,0,0,-7.71392440796,9.12045669555,-25.748966217,100.8963
2017-06-09 10:20:52.657,97.0,-0.0156173706055,0.00205421447754,-0.993175506592,-0.0101351255815,-0.00453542991543,0.00430806253737,1,0,0,0,-7.68581390381,9.19566726685,-25.860786438,100.8963
2017-06-09 10:20:52.907,98.0,-0.0151386260986,0.001953125,-0.993764877319,-0.0108054099383,-0.00480068076,0.0035114444763,1,0,0,0,-7.7233467102,9.05479049682,-25.7683486939,100.8963
2017-06-09 10:20:53.157,99.0,-0.0155792236328,0.00198194715712,-0.993460761176,-0.0107863054564,-0.00427034921727,0.0047855229348,1,0,0,0,-7.54408433702,9.24744330512,-25.7772894965,100.8963
2017-06-09 10:20:53.407,100.0,-0.0156745910644,0.00190734863281,-0.993074417114,-0.0109384681243,-0.00466788889015,0.0036455679267,1,0,0,0,-7.63897323608,9.05525016785,-25.7685470581,100.8963
2017-06-09 10:20:53.657,101.0,-0.015754699707,0.00160217285156,-0.993392944336,-0.00986944197324,-0.00480081391806,0.00390655771353,1,0,0,0,-7.46084976196,9.11251449585,-25.8340492249,100.8963
2017-06-09 10:20:53.907,102.0,-0.0154907226563,0.0018798828125,-0.993197631836,-0.0107756824027,-0.00448268601005,0.00441794456395,1,0,0,0,-7.54335632324,9.10832214355,-25.8620178223,100.8963
2017-06-09 10:20:54.157,103.0,-0.0154476165771,0.00214195251465,-0.993282318115,-0.0101359911088,-0.00453503044127,0.00404154669128,1,0,0,0,-7.64825439453,9.19581222534,-25.7390022278,100.8963
2017-06-09 10:20:54.407,104.0,-0.0155334472656,0.00174140930176,-0.993370056152,-0.0106692558276,-0.00466875441751,0.00431052596138,1,0,0,0,-7.74217224121,9.04539871216,-25.9465293884,100.8963
2017-06-09 10:20:54.657,105.0,-0.0156606038412,0.00189548068576,-0.99319797092,-0.0109073609232,-0.00450589102034,0.00407505073732,1,0,0,0,-7.80257500543,9.03774854872,-25.8954060873,100.8963
2017-06-09 10:20:54.907,106.0,-0.0153903961182,0.00148200988769,-0.99303817749,-0.0106682238527,-0.00400386296185,0.00457804049287,1,0,0,0,-7.62968444824,8.9897403717,-25.8817405701,100.8962625
2017-06-09 10:20:55.157,107.0,-0.0153636932373,0.00229263305664,-0.992826461792,-0.0106704209606,-0.00413592246241,0.00391155114057,1,0,0,0,-7.5920753479,9.1023979187,-25.7963256836,100.8962
2017-06-09 10:20:55.407,108.0,-0.0155849456787,0.00223731994629,-0.993198394776,-0.0100010687101,-0.0041363885156,0.00444125388138,1,0,0,0,-7.63897323609,9.21472167969,-25.963848114,100.8962
2017-06-09 10:20:55.657,109.0,-0.0153636932373,0.00218963623047,-0.9931640625,-0.010804544411,-0.00480108023417,0.00377796032239,1,0,0,0,-7.74201965332,9.18592643738,-25.7576141357,100.8962
2017-06-09 10:20:55.907,110.0,-0.0153915405273,0.00182189941406,-0.993153381348,-0.0108830077946,-0.00373729385254,0.00420638304695,1,0,0,0,-7.83569946289,9.19660797119,-25.6429138183,100.89605
2017-06-09 10:20:56.157,111.0,-0.0155525207519,0.0019702911377,-0.9928855896,-0.0101342600541,-0.0045358293896,0.00457457838346,1,0,0,0,-7.56393814087,9.11191940307,-25.777557373,100.8959
2017-06-09 10:20:56.407,112.0,-0.0156029595269,0.00202263726129,-0.99294535319,-0.0105513554669,-0.00474226136243,0.00407292020845,1,0,0,0,-7.66075981988,9.11342196994,-25.6783413357,100.8959
2017-06-09 10:20:56.657,113.0,-0.0160808563232,0.00176429748535,-0.993257522583,-0.0108027134878,-0.00440270462461,0.00431159122581,1,0,0,0,-7.57339477539,8.99001312256,-25.8162498474,100.8959
2017-06-09 10:20:56.907,114.0,-0.0157165527344,0.00177192687988,-0.993137359619,-0.0104012419534,-0.00426984617573,0.00457630943816,1,0,0,0,-7.76090240479,8.95147323609,-25.797416687,100.8956
2017-06-09 10:20:57.157,115.0,-0.0156726837158,0.00189399719238,-0.993158340454,-0.0108044445424,-0.00440190567628,0.00377855953363,1,0,0,0,-7.62030029297,8.93350410462,-25.8166923523,100.8955
2017-06-09 10:20:57.407,116.0,-0.0154151916504,0.00197792053223,-0.992994308472,-0.0106692225381,-0.00453569623154,0.00431072569846,1,0,0,0,-7.67660903931,8.92387390137,-25.9291534424,100.8955
2017-06-09 10:20:57.657,117.0,-0.0156639946832,0.00182427300347,-0.99319797092,-0.0104319274873,-0.00486083121229,0.00430905382511,1,0,0,0,-7.7192179362,9.00483534071,-25.8209398058,100.8955
2017-06-09 10:20:57.907,118.0,-0.0151231553819,0.00217013888889,-0.992886013455,-0.0109050232596,-0.0043886823417,0.0047859372043,1,0,0,0,-7.70249430339,9.0382232666,-25.7456461588,100.895322222
2017-06-09 10:20:58.157,119.0,-0.0154927571615,0.00186835394965,-0.992804633246,-0.011262685794,-0.00462469759564,0.00431355160828,1,0,0,0,-7.69429524739,8.87999131944,-25.8472595215,100.8953
2017-06-09 10:20:58.407,120.0,-0.0157947540283,0.00177955627442,-0.993211746216,-0.0110703611773,-0.0050679289754,0.0041786661979,1,0,0,0,-7.69528961182,8.91433906555,-25.8073234558,100.8953
2017-06-09 10:20:58.657,121.0,-0.0155220031738,0.00156784057617,-0.99292755127,-0.0112042183116,-0.00466862125945,0.00404667327637,1,0,0,0,-7.72346878052,8.95175170898,-25.9475021362,100.8952625
2017-06-09 10:20:58.907,122.0,-0.015510559082,0.00204277038574,-0.992656707764,-0.0105357315885,-0.00466868783848,0.0043098601711,1,0,0,0,-7.88283538818,9.01651000976,-25.9745864868,100.895
2017-06-09 10:20:59.157,123.0,-0.015531539917,0.00205612182617,-0.992925643921,-0.0114720990277,-0.00453529675738,0.00378168874791,1,0,0,0,-7.77968978882,9.02644729614,-25.9559936523,100.895
2017-06-09 10:20:59.407,124.0,-0.0156345367432,0.00193977355957,-0.993078231812,-0.0104004430051,-0.00453636202181,0.00484242581009,1,0,0,0,-7.77972412109,8.91392326355,-25.9008712768,100.895
2017-06-09 10:20:59.657,125.0,-0.0157051086426,0.00187873840332,-0.992475509644,-0.0108053766488,-0.00466762257404,0.00351164421338,1,0,0,0,-7.77033615112,8.85768699646,-25.8264503479,100.894875
2017-06-09 10:20:59.907,126.0,-0.0153182983398,0.00202026367188,-0.992736816406,-0.0107759487188,-0.00416318657407,0.0043118175945,1,0,0,0,-7.60331115723,9.04792480469,-25.7199707031,100.8945
2017-06-09 10:21:00.157,127.0,-0.0154571533203,0.00164794921875,-0.992711385091,-0.0110272031723,-0.00450541756948,0.00372028808945,1,0,0,0,-7.69413248698,9.20498996311,-25.852335612,100.8945
2017-06-09 10:21:00.407,128.0,-0.0155696868896,0.00200080871582,-0.99308013916,-0.0105358647465,-0.00520092058233,0.00430906122278,1,0,0,0,-7.71395492554,9.26117897034,-25.9538078308,100.8945
2017-06-09 10:21:00.657,129.0,-0.0154094696045,0.00186729431152,-0.993124008179,-0.0106719855677,-0.00519978873887,0.00351017947478,1,0,0,0,-7.69514465332,9.25184249878,-25.832069397,100.89425
