,acc_phone_accelerometerAccelerationX(G),acc_phone_accelerometerAccelerationY(G),acc_phone_accelerometerAccelerationZ(G),gyr_phone_gyroRotationX(rad/s),gyr_phone_gyroRotationY(rad/s),gyr_phone_gyroRotationZ(rad/s),mag_phone_motionMagneticFieldX,mag_phone_motionMagneticFieldY,mag_phone_motionMagneticFieldZ,press_phone_altimeterPressure(kPa)
2017-06-07 09:17:40.851,-0.0117095946,-0.00046997059999999999,-0.99183349619999994,-0.0110978184,-0.0042691538,0.0038868304,3.0931457518,16.232705688,-35.825616452,100.5501
2017-06-07 09:17:41.101,-0.011821747000000001,-0.00083160399999999989,-0.991283417,-0.01120331975,-0.0045359625,0.0043133885,3.1830978395,16.2482643125,-35.94568634,100.5501
2017-06-07 09:17:41.351,-0.011779785249999999,-0.00073242174999999996,-0.99127197249999999,-0.010937203,-0.0048015465,0.00404514225,3.16429138175,16.210689545,-36.02102661,100.5501
2017-06-07 09:17:41.601,-0.012168884249999999,-0.00011825550000000005,-0.99107742324999992,-0.0109395335,-0.00373588225,0.00324719225,3.05191803,16.3037529,-35.8698043825,100.5501
2017-06-07 09:17:41.851,-0.011363983000000001,-0.00032043450000000004,-0.99184417724999996,-0.009872338,-0.004267183,0.002974551,3.10802459725,16.154125215,-36.0026855475,100.5501
2017-06-07 09:17:42.101,-0.011390685999999999,-0.00074005100000000003,-0.99225616449999998,-0.00987067375,-0.00453409825,0.00350718325,2.9956359865,16.4723052975,-36.11174774,100.549575
2017-06-07 09:17:42.351,-0.01149292,-0.00054626480000000003,-0.99246826160000001,-0.0110978716,-0.0044820466,0.0038865106,3.1381225586,16.473107912,-36.138323976,100.5494
2017-06-07 09:17:42.601,-0.011211395250000001,-6.86645e-05,-0.992076874,-0.0112058495,-0.00426864775,0.00351424075,3.108215332,16.60416031,-36.0731887825,100.5494
2017-06-07 09:17:42.851,-0.011199951000000001,-0.00047302249999999998,-0.99184036275000009,-0.01120325275,-0.00426984575,0.00431378825,2.995552063,16.4161148075,-36.22480011,100.5494
2017-06-07 09:17:43.101,-0.011650085750000001,-0.00041197850000000008,-0.99166107175000007,-0.0114721655,-0.00480141325,0.00378128925,3.145576477,16.398159025,-36.16910553,100.5494
2017-06-07 09:17:43.351,-0.011410522400000001,-0.00028075479999999998,-0.99216613779999996,-0.0113108714,-0.004695366,0.0041004692,3.0930664062,16.352856444,-36.139416506,100.5494
2017-06-07 09:17:43.601,-0.01189804075,-0.00050734299999999994,-0.99158096325,-0.010668224,-0.004003863,0.0045780405,3.2018051145,16.4547729475,-36.2624282875,100.5494
2017-06-07 09:17:43.851,-0.011959075999999999,-0.00024795524999999998,-0.99172592150000005,-0.00986827675,-0.00533364575,0.0043055325,3.14559173575,16.454429625,-36.2060241725,100.54945
2017-06-07 09:17:44.101,-0.01080703725,0.00037765349999999999,-0.99356460575000005,-0.011473697,-0.004002265,0.00324945575,3.1643066405,16.2481994625,-36.039398195,100.5496
2017-06-07 09:17:44.351,-0.01118850725,-6.4849999999999923e-05,-0.99291229250000002,-0.0106704875,-0.00613199525,0.004041813,3.20189666725,16.360881805,-35.98210144,100.5496
2017-06-07 09:17:44.601,-0.0123291016,-0.00021057139999999997,-0.99021301259999994,-0.0119547172,-0.0053330866,0.0032498554,3.1532409668,16.413049316,-35.853967282,100.5496
2017-06-07 09:17:44.851,-0.011779784750000001,-0.00034332275,-0.99197387699999995,-0.0117407455,-0.00400239825,0.0032507875,3.14563751225,16.323055265,-35.94483948,100.55005
2017-06-07 09:17:45.101,-0.011508941750000001,-0.00056457524999999997,-0.99197006225000006,-0.010670887,-0.00426878075,0.0037780935,3.314338684,16.45536804,-36.2064437875,100.5502
2017-06-07 09:17:45.351,-0.010639190500000001,0.00015640274999999997,-0.99256134024999998,-0.01066922225,-0.00453569625,0.00431072575,3.1830062865,16.3796882625,-36.3006210325,100.5502
2017-06-07 09:17:45.601,-0.011798095599999999,-0.00064697280000000016,-0.99297485360000004,-0.0113141204,-0.003842196,0.003035684,3.2430725098,16.458734132,-36.228741456,100.5502
2017-06-07 09:17:45.851,-0.0114479065,-0.00076675375000000005,-0.99261093124999999,-0.010936271,-0.00453582925,0.0043120575,3.0705947875,16.47277069,-36.2056655875,100.5506
